year,country,flow,intra_extra_EU,value_eur,volume_kg
2023,Netherlands,Export,Extra EU,19948433.0,4558249.0
2023,Netherlands,Export,Intra EU,270991046.0,49971387.0
2023,Netherlands,Import,Extra EU,225068700.0,47333484.0
2023,Netherlands,Import,Intra EU,82659621.0,14351444.0
2023,Poland,Export,Extra EU,193380.0,21721.0
2023,Poland,Export,Intra EU,4536032.0,678159.0
2023,Poland,Import,Extra EU,22062370.0,4946835.0
2023,Poland,Import,Intra EU,36250430.0,6477315.0
2023,Portugal,Export,Extra EU,17920717.0,2772696.0
2023,Portugal,Export,Intra EU,116337407.0,21298784.0
2023,Portugal,Import,Extra EU,47418168.0,12429944.0
2023,Portugal,Import,Intra EU,111256206.0,18338913.0
2023,Romania,Export,Extra EU,384078.0,60250.0
2023,Romania,Export,Intra EU,306306.0,55877.0
2023,Romania,Import,Extra EU,3921754.0,943701.0
2023,Romania,Import,Intra EU,34414113.0,5524636.0
2023,Slovakia,Export,Extra EU,87.0,13.0
2023,Slovakia,Export,Intra EU,1777244.0,170834.0
2023,Slovakia,Import,Extra EU,1647100.0,336337.0
2023,Slovakia,Import,Intra EU,17885845.0,3260868.0
2023,Slovenia,Export,Extra EU,1110002.0,150211.0
2023,Slovenia,Export,Intra EU,846968.0,131209.0
2023,Slovenia,Import,Extra EU,983250.0,194934.0
2023,Slovenia,Import,Intra EU,22154765.0,2959935.0
2023,Spain,Export,Extra EU,65933889.0,8344089.0
2023,Spain,Export,Intra EU,664038952.0,95712000.0
2023,Spain,Import,Extra EU,682139104.0,127489254.0
2023,Spain,Import,Intra EU,73551596.0,13861758.0
2023,Sweden,Export,Extra EU,73319.0,13579.0
2023,Sweden,Export,Intra EU,268443.0,44244.0
2023,Sweden,Import,Extra EU,16282565.0,3243338.0
2023,Sweden,Import,Intra EU,13613426.0,2387090.0
2024,Austria,Export,Extra EU,2082527.0,316293.0
2024,Austria,Export,Intra EU,9971975.0,1588017.0
2024,Austria,Import,Extra EU,7897609.0,1799270.0
2024,Austria,Import,Intra EU,69670612.0,10415106.0
2024,Belgium,Export,Extra EU,3634231.0,637709.0
2024,Belgium,Export,Intra EU,25129839.0,4481362.0
2024,Belgium,Import,Extra EU,42631068.0,9195047.0
2024,Belgium,Import,Intra EU,61459247.0,10325619.0
2024,Bulgaria,Export,Extra EU,1686120.0,387369.0
2024,Bulgaria,Export,Intra EU,1086318.0,182999.0
2024,Bulgaria,Import,Extra EU,2541007.0,677409.0
2024,Bulgaria,Import,Intra EU,6362701.0,1099551.0
2024,Croatia,Export,Extra EU,3117300.0,396194.0
2024,Croatia,Export,Intra EU,987408.0,115696.0
2024,Croatia,Import,Extra EU,2670389.0,628216.0
2024,Croatia,Import,Intra EU,28604662.0,4227712.0
2024,Cyprus,Import,Extra EU,6039308.0,1230034.0
2024,Cyprus,Import,Intra EU,4908575.0,630470.0
2024,Czechia,Export,Extra EU,119360.0,27257.0
2024,Czechia,Export,Intra EU,16351739.0,2530709.0
2024,Czechia,Import,Extra EU,13139211.0,2924594.0
2024,Czechia,Import,Intra EU,41790424.0,6451790.0
2024,Denmark,Export,Extra EU,1225706.0,140599.0
2024,Denmark,Export,Intra EU,1485703.0,227192.0
2024,Denmark,Import,Extra EU,25136450.0,5263344.0
2024,Denmark,Import,Intra EU,16616146.0,2951772.0
2024,Estonia,Export,Extra EU,288.0,33.0
2024,Estonia,Export,Intra EU,29117.0,4610.0
2024,Estonia,Import,Extra EU,653291.0,160752.0
2024,Estonia,Import,Intra EU,1534251.0,271771.0
2024,Finland,Export,Intra EU,103234.0,14409.0
2024,Finland,Import,Extra EU,21229546.0,4481760.0
2024,Finland,Import,Intra EU,18684756.0,2938779.0
2024,France,Export,Extra EU,4885388.0,892178.0
2024,France,Export,Intra EU,16012917.0,2768709.0
2024,France,Import,Extra EU,285714928.0,54985733.0
2024,France,Import,Intra EU,238098030.0,37049246.0
2024,Germany,Export,Extra EU,1016578.0,144028.0
2024,Germany,Export,Intra EU,71422151.0,15052465.0
2024,Germany,Import,Extra EU,265349510.0,58007365.0
2024,Germany,Import,Intra EU,150572199.0,27335017.0
2024,Greece,Export,Extra EU,803004.0,97002.0
2024,Greece,Export,Intra EU,5145448.0,721365.0
2024,Greece,Import,Extra EU,12560993.0,2496912.0
2024,Greece,Import,Intra EU,31180039.0,3838121.0
2024,Hungary,Export,Extra EU,1980949.0,175222.0
2024,Hungary,Export,Intra EU,778763.0,89664.0
2024,Hungary,Import,Extra EU,695057.0,158113.0
2024,Hungary,Import,Intra EU,18561314.0,2871046.0
2024,Ireland,Export,Extra EU,677707.0,170722.0
2024,Ireland,Export,Intra EU,14675.0,3088.0
2024,Ireland,Import,Extra EU,19719428.0,3949697.0
2024,Ireland,Import,Intra EU,6980036.0,1120292.0
2024,Italy,Export,Extra EU,104533505.0,11471089.0
2024,Italy,Export,Intra EU,177381952.0,21051643.0
2024,Italy,Import,Extra EU,479992137.0,75611371.0
2024,Italy,Import,Intra EU,398535533.0,51639949.0
2024,Latvia,Export,Extra EU,830609.0,117572.0
2024,Latvia,Export,Intra EU,4026313.0,637811.0
2024,Latvia,Import,Extra EU,1710114.0,334058.0
2024,Latvia,Import,Intra EU,2933095.0,452774.0
2024,Lithuania,Export,Extra EU,46713.0,4884.0
2024,Lithuania,Export,Intra EU,865880.0,164723.0
2024,Lithuania,Import,Extra EU,1572948.0,314545.0
2024,Lithuania,Import,Intra EU,5633211.0,862246.0
2024,Luxembourg,Export,Extra EU,12.0,2.0
2024,Luxembourg,Export,Intra EU,135716.0,13006.0
2024,Luxembourg,Import,Intra EU,7385335.0,916002.0
2024,Malta,Export,Extra EU,91290.0,23054.0
2024,Malta,Import,Extra EU,7653330.0,1591135.0
2024,Malta,Import,Intra EU,6217227.0,700480.0
2024,Netherlands,Export,Extra EU,6770908.0,1235669.0
2024,Netherlands,Export,Intra EU,270290853.0,49660215.0
2024,Netherlands,Import,Extra EU,285694890.0,60951840.0
2024,Netherlands,Import,Intra EU,55517991.0,9821911.0
2024,Poland,Export,Extra EU,606310.0,117770.0
2024,Poland,Export,Intra EU,5973853.0,841321.0
2024,Poland,Import,Extra EU,30224852.0,6658139.0
2024,Poland,Import,Intra EU,45861428.0,7592935.0
2024,Portugal,Export,Extra EU,21886899.0,3431219.0
2024,Portugal,Export,Intra EU,132258232.0,26206233.0
2024,Portugal,Import,Extra EU,57027525.0,18123195.0
2024,Portugal,Import,Intra EU,103332024.0,17080180.0
2024,Romania,Export,Extra EU,315546.0,53573.0
2024,Romania,Export,Intra EU,374874.0,95449.0
2024,Romania,Import,Extra EU,5213337.0,1215220.0
2024,Romania,Import,Intra EU,37627688.0,6294993.0
2024,Slovakia,Export,Extra EU,407.0,63.0
2024,Slovakia,Export,Intra EU,2125447.0,198489.0
2024,Slovakia,Import,Extra EU,2785631.0,561959.0
2024,Slovakia,Import,Intra EU,19702759.0,2904935.0
2024,Slovenia,Export,Extra EU,1080488.0,129366.0
2024,Slovenia,Export,Intra EU,1737325.0,237394.0
2024,Slovenia,Import,Extra EU,1106352.0,260623.0
2024,Slovenia,Import,Intra EU,25291473.0,3140985.0
2024,Spain,Export,Extra EU,66223646.0,8025580.0
2024,Spain,Export,Intra EU,711455177.0,102483850.0
2024,Spain,Import,Extra EU,767756409.0,153323472.0
2024,Spain,Import,Intra EU,90593021.0,20207522.0
2024,Sweden,Export,Extra EU,57090.0,9679.0
2024,Sweden,Export,Intra EU,2426614.0,327840.0
2024,Sweden,Import,Extra EU,19577326.0,4008035.0
2024,Sweden,Import,Intra EU,14332611.0,2617511.0
2025,Austria,Export,Extra EU,1476026.0,228331.0
2025,Austria,Export,Intra EU,10550394.0,1608791.0
2025,Austria,Import,Extra EU,9076062.0,2238886.0
2025,Austria,Import,Intra EU,74070977.0,11557103.0
2025,Belgium,Export,Extra EU,735937.0,92747.0
2025,Belgium,Export,Intra EU,31069163.0,6168773.0
2025,Belgium,Import,Extra EU,40535026.0,9461136.0
2025,Belgium,Import,Intra EU,62392847.0,10398289.0
2025,Bulgaria,Export,Extra EU,2207205.0,552170.0
2025,Bulgaria,Export,Intra EU,939546.0,136586.0
2025,Bulgaria,Import,Extra EU,2379262.0,661152.0
2025,Bulgaria,Import,Intra EU,8049885.0,1362831.0
2025,Croatia,Export,Extra EU,3381437.0,427382.0
2025,Croatia,Export,Intra EU,1446822.0,188404.0
2025,Croatia,Import,Extra EU,3361594.0,769579.0
2025,Croatia,Import,Intra EU,29274927.0,4557967.0
2025,Cyprus,Export,Intra EU,7788.0,1584.0
2025,Cyprus,Import,Extra EU,6373928.0,1302901.0
2025,Cyprus,Import,Intra EU,5561057.0,719997.0
2025,Czechia,Export,Extra EU,57311.0,7588.0
2025,Czechia,Export,Intra EU,16796305.0,2585095.0
2025,Czechia,Import,Extra EU,17035392.0,3976348.0
2025,Czechia,Import,Intra EU,45168548.0,7141230.0
2025,Denmark,Export,Extra EU,767253.0,125064.0
2025,Denmark,Export,Intra EU,1609356.0,261576.0
2025,Denmark,Import,Extra EU,26467648.0,5855950.0
2025,Denmark,Import,Intra EU,20214546.0,3646548.0
2025,Estonia,Export,Extra EU,2465.0,239.0
2025,Estonia,Export,Intra EU,13615.0,1964.0
2025,Estonia,Import,Extra EU,809453.0,199426.0
2025,Estonia,Import,Intra EU,2108959.0,400865.0
2025,Finland,Export,Extra EU,237.0,20.0
2025,Finland,Export,Intra EU,94973.0,14014.0
2025,Finland,Import,Extra EU,21805633.0,4884256.0
2025,Finland,Import,Intra EU,22914971.0,3782880.0
2025,France,Export,Extra EU,3286578.0,600847.0
2025,France,Export,Intra EU,17447121.0,3131812.0
2025,France,Import,Extra EU,311303587.0,61628405.0
2025,France,Import,Intra EU,247274931.0,39378073.0
2025,Germany,Export,Extra EU,1568588.0,236259.0
2025,Germany,Export,Intra EU,58535603.0,12935303.0
2025,Germany,Import,Extra EU,270573241.0,63212129.0
2025,Germany,Import,Intra EU,193907925.0,36040946.0
2025,Greece,Export,Extra EU,584600.0,62892.0
2025,Greece,Export,Intra EU,7379777.0,889082.0
2025,Greece,Import,Extra EU,14228675.0,3189419.0
2025,Greece,Import,Intra EU,32392441.0,4241558.0
2025,Hungary,Export,Extra EU,2521598.0,218092.0
2025,Hungary,Export,Intra EU,449218.0,62557.0
2025,Hungary,Import,Extra EU,948093.0,201845.0
2025,Hungary,Import,Intra EU,20073588.0,3020608.0
2025,Ireland,Export,Extra EU,388243.0,105335.0
2025,Ireland,Export,Intra EU,35050.0,8429.0
2025,Ireland,Import,Extra EU,21130513.0,4353032.0
2025,Ireland,Import,Intra EU,7479894.0,3526516.0
2025,Italy,Export,Extra EU,107192828.0,13464557.0
2025,Italy,Export,Intra EU,181667977.0,24792907.0
2025,Italy,Import,Extra EU,482267671.0,79994563.0
2025,Italy,Import,Intra EU,420889981.0,60753584.0
2025,Latvia,Export,Extra EU,1074184.0,158449.0
2025,Latvia,Export,Intra EU,5298988.0,871879.0
2025,Latvia,Import,Extra EU,1999016.0,408968.0
2025,Latvia,Import,Intra EU,3371860.0,516025.0
2025,Lithuania,Export,Extra EU,53218.0,7657.0
2025,Lithuania,Export,Intra EU,952824.0,178321.0
2025,Lithuania,Import,Extra EU,218743.0,63851.0
2025,Lithuania,Import,Intra EU,6616221.0,1207916.0
2025,Luxembourg,Export,Extra EU,247.0,14.0
2025,Luxembourg,Export,Intra EU,171785.0,19052.0
2025,Luxembourg,Import,Intra EU,6903386.0,856110.0
2025,Malta,Import,Extra EU,6170777.0,1372960.0
2025,Malta,Import,Intra EU,5982330.0,697065.0
2025,Netherlands,Export,Extra EU,6503901.0,1190809.0
2025,Netherlands,Export,Intra EU,289298475.0,55662690.0
2025,Netherlands,Import,Extra EU,354693449.0,78984100.0
2025,Netherlands,Import,Intra EU,64508559.0,10144131.0
2025,Poland,Export,Extra EU,183908.0,24821.0
2025,Poland,Export,Intra EU,3636582.0,474355.0
2025,Poland,Import,Extra EU,27594423.0,6457894.0
2025,Poland,Import,Intra EU,52119443.0,9148662.0
2025,Portugal,Export,Extra EU,18064708.0,2599291.0
2025,Portugal,Export,Intra EU,153644582.0,27988659.0
2025,Portugal,Import,Extra EU,66953823.0,18509963.0
2025,Portugal,Import,Intra EU,126845857.0,20980182.0
2025,Romania,Export,Extra EU,296968.0,40560.0
2025,Romania,Export,Intra EU,313893.0,75315.0
2025,Romania,Import,Extra EU,7409249.0,1724033.0
2025,Romania,Import,Intra EU,32526854.0,4916345.0
2025,Slovakia,Export,Extra EU,258.0,37.0
2025,Slovakia,Export,Intra EU,4272853.0,590156.0
2025,Slovakia,Import,Extra EU,2384160.0,536314.0
2025,Slovakia,Import,Intra EU,20179752.0,3107253.0
2025,Slovenia,Export,Extra EU,1048742.0,131400.0
2025,Slovenia,Export,Intra EU,1817926.0,286765.0
2025,Slovenia,Import,Extra EU,826625.0,188123.0
2025,Slovenia,Import,Intra EU,26715579.0,3479544.0
2025,Spain,Export,Extra EU,72963646.0,9227754.0
2025,Spain,Export,Intra EU,739747412.0,108597689.0
2025,Spain,Import,Extra EU,824800826.0,170213610.0
2025,Spain,Import,Intra EU,105024382.0,20153886.0
2025,Sweden,Export,Extra EU,75251.0,14072.0
2025,Sweden,Export,Intra EU,1351668.0,206064.0
2025,Sweden,Import,Extra EU,19226232.0,4188269.0
2025,Sweden,Import,Intra EU,13682927.0,2500876.0
